state,city,geography,subgeography,subject_race,search_rate,stop_rate,hit_rate,inferred_threshold,stops_per_year,stop_rate_n
CA,Statewide,CA,Inyo County,hispanic,NA,0.09737632222919389,NA,NA,2362.3636363636365,1470953.0909090908
CA,Statewide,CA,Kern County,white,NA,0.1297605993604544,NA,NA,76885.81818181818,1917549.4545454546
CA,Statewide,CA,Kern County,black,NA,0.16870111598440934,NA,NA,13762.545454545456,364640.5454545454
CA,Statewide,CA,Kern County,hispanic,NA,0.09737632222919389,NA,NA,81377.27272727274,1470953.0909090908
CA,Statewide,CA,Kings County,white,NA,0.1297605993604544,NA,NA,9159.090909090908,1917549.4545454546
CA,Statewide,CA,Kings County,black,NA,0.16870111598440934,NA,NA,1260.5454545454545,364640.5454545454
CA,Statewide,CA,Kings County,hispanic,NA,0.09737632222919389,NA,NA,10811.454545454546,1470953.0909090908
CA,Statewide,CA,Lake County,white,NA,0.1297605993604544,NA,NA,8931.272727272728,1917549.4545454546
CA,Statewide,CA,Lake County,black,NA,0.16870111598440934,NA,NA,330.54545454545456,364640.5454545454
CA,Statewide,CA,Lake County,hispanic,NA,0.09737632222919389,NA,NA,1397.6363636363635,1470953.0909090908
CA,Statewide,CA,Lassen County,white,NA,0.1297605993604544,NA,NA,14585.818181818182,1917549.4545454546
CA,Statewide,CA,Lassen County,black,NA,0.16870111598440934,NA,NA,399.6363636363636,364640.5454545454
CA,Statewide,CA,Lassen County,hispanic,NA,0.09737632222919389,NA,NA,1023.090909090909,1470953.0909090908
CA,Statewide,CA,Los Angeles County,white,NA,0.1297605993604544,NA,NA,219422.9090909091,1917549.4545454546
CA,Statewide,CA,Los Angeles County,black,NA,0.16870111598440934,NA,NA,100693.81818181819,364640.5454545454
CA,Statewide,CA,Los Angeles County,hispanic,NA,0.09737632222919389,NA,NA,365210.90909090906,1470953.0909090908
CA,Statewide,CA,Madera County,white,NA,0.1297605993604544,NA,NA,12769.090909090908,1917549.4545454546
CA,Statewide,CA,Madera County,black,NA,0.16870111598440934,NA,NA,901.0909090909091,364640.5454545454
CA,Statewide,CA,Madera County,hispanic,NA,0.09737632222919389,NA,NA,9912.727272727272,1470953.0909090908
CA,Statewide,CA,Marin County,white,NA,0.1297605993604544,NA,NA,33774.72727272727,1917549.4545454546
CA,Statewide,CA,Marin County,black,NA,0.16870111598440934,NA,NA,2676,364640.5454545454
CA,Statewide,CA,Marin County,hispanic,NA,0.09737632222919389,NA,NA,6828.727272727272,1470953.0909090908
CA,Statewide,CA,Mariposa County,white,NA,0.1297605993604544,NA,NA,4760.363636363636,1917549.4545454546
CA,Statewide,CA,Mariposa County,black,NA,0.16870111598440934,NA,NA,78.27692307692308,364640.5454545454
CA,Statewide,CA,Mariposa County,hispanic,NA,0.09737632222919389,NA,NA,564.909090909091,1470953.0909090908
CA,Statewide,CA,Mendocino County,white,NA,0.1297605993604544,NA,NA,28758.181818181816,1917549.4545454546
CA,Statewide,CA,Mendocino County,black,NA,0.16870111598440934,NA,NA,924.909090909091,364640.5454545454
CA,Statewide,CA,Mendocino County,hispanic,NA,0.09737632222919389,NA,NA,4488.727272727273,1470953.0909090908
CA,Statewide,CA,Merced County,white,NA,0.1297605993604544,NA,NA,22475.454545454544,1917549.4545454546
CA,Statewide,CA,Merced County,black,NA,0.16870111598440934,NA,NA,3392.545454545454,364640.5454545454
CA,Statewide,CA,Merced County,hispanic,NA,0.09737632222919389,NA,NA,26337.454545454548,1470953.0909090908
CA,Statewide,CA,Modoc County,white,NA,0.1297605993604544,NA,NA,4957.454545454546,1917549.4545454546
CA,Statewide,CA,Modoc County,black,NA,0.16870111598440934,NA,NA,77.35384615384615,364640.5454545454
CA,Statewide,CA,Modoc County,hispanic,NA,0.09737632222919389,NA,NA,380.72727272727275,1470953.0909090908
CA,Statewide,CA,Mono County,white,NA,0.1297605993604544,NA,NA,10285.818181818182,1917549.4545454546
CA,Statewide,CA,Mono County,black,NA,0.16870111598440934,NA,NA,290.1818181818182,364640.5454545454
CA,Statewide,CA,Mono County,hispanic,NA,0.09737632222919389,NA,NA,1766.3636363636363,1470953.0909090908
CA,Statewide,CA,Monterey County,white,NA,0.1297605993604544,NA,NA,28799.818181818184,1917549.4545454546
CA,Statewide,CA,Monterey County,black,NA,0.16870111598440934,NA,NA,2367.818181818182,364640.5454545454
CA,Statewide,CA,Monterey County,hispanic,NA,0.09737632222919389,NA,NA,27486.90909090909,1470953.0909090908
CA,Statewide,CA,Napa County,white,NA,0.1297605993604544,NA,NA,15460.727272727274,1917549.4545454546
CA,Statewide,CA,Napa County,black,NA,0.16870111598440934,NA,NA,837.6363636363635,364640.5454545454
CA,Statewide,CA,Napa County,hispanic,NA,0.09737632222919389,NA,NA,5868.181818181818,1470953.0909090908
CA,Statewide,CA,Nevada County,white,NA,0.1297605993604544,NA,NA,20473.636363636364,1917549.4545454546
CA,Statewide,CA,Nevada County,black,NA,0.16870111598440934,NA,NA,926.7272727272727,364640.5454545454
CA,Statewide,CA,Nevada County,hispanic,NA,0.09737632222919389,NA,NA,2151.090909090909,1470953.0909090908
CA,Statewide,CA,Orange County,white,NA,0.1297605993604544,NA,NA,94642,1917549.4545454546
CA,Statewide,CA,Orange County,black,NA,0.16870111598440934,NA,NA,10689.090909090908,364640.5454545454
CA,Statewide,CA,Orange County,hispanic,NA,0.09737632222919389,NA,NA,65066.181818181816,1470953.0909090908
CA,Statewide,CA,Placer County,white,NA,0.1297605993604544,NA,NA,18701.636363636364,1917549.4545454546
CA,Statewide,CA,Placer County,black,NA,0.16870111598440934,NA,NA,875.6363636363636,364640.5454545454
CA,Statewide,CA,Placer County,hispanic,NA,0.09737632222919389,NA,NA,2133.4545454545455,1470953.0909090908
CA,Statewide,CA,Plumas County,white,NA,0.1297605993604544,NA,NA,8423.272727272728,1917549.4545454546
CA,Statewide,CA,Plumas County,black,NA,0.16870111598440934,NA,NA,223.27272727272725,364640.5454545454
CA,Statewide,CA,Plumas County,hispanic,NA,0.09737632222919389,NA,NA,510.54545454545456,1470953.0909090908
CA,Statewide,CA,Riverside Coujnty,white,NA,0.1297605993604544,NA,NA,24896,1917549.4545454546
CA,Statewide,CA,Riverside Coujnty,black,NA,0.16870111598440934,NA,NA,3850.7272727272725,364640.5454545454
CA,Statewide,CA,Riverside Coujnty,hispanic,NA,0.09737632222919389,NA,NA,23088.727272727272,1470953.0909090908
CA,Statewide,CA,Riverside County,white,NA,0.1297605993604544,NA,NA,58257.454545454544,1917549.4545454546
CA,Statewide,CA,Riverside County,black,NA,0.16870111598440934,NA,NA,15888.90909090909,364640.5454545454
CA,Statewide,CA,Riverside County,hispanic,NA,0.09737632222919389,NA,NA,69424.18181818182,1470953.0909090908
CA,Statewide,CA,Sacramento County,white,NA,0.1297605993604544,NA,NA,85057.09090909091,1917549.4545454546
CA,Statewide,CA,Sacramento County,black,NA,0.16870111598440934,NA,NA,22866.727272727272,364640.5454545454
CA,Statewide,CA,Sacramento County,hispanic,NA,0.09737632222919389,NA,NA,26056.36363636364,1470953.0909090908
CA,Statewide,CA,San Benito County,white,NA,0.1297605993604544,NA,NA,22015.818181818184,1917549.4545454546
CA,Statewide,CA,San Benito County,black,NA,0.16870111598440934,NA,NA,2536.3636363636365,364640.5454545454
CA,Statewide,CA,San Benito County,hispanic,NA,0.09737632222919389,NA,NA,28252.36363636364,1470953.0909090908
CA,Statewide,CA,San Bernardino County,white,NA,0.1297605993604544,NA,NA,113579.81818181818,1917549.4545454546
CA,Statewide,CA,San Bernardino County,black,NA,0.16870111598440934,NA,NA,28306.909090909092,364640.5454545454
CA,Statewide,CA,San Bernardino County,hispanic,NA,0.09737632222919389,NA,NA,95998.54545454546,1470953.0909090908
CA,Statewide,CA,San Diego County,white,NA,0.1297605993604544,NA,NA,150116,1917549.4545454546
CA,Statewide,CA,San Diego County,black,NA,0.16870111598440934,NA,NA,24277.636363636364,364640.5454545454
CA,Statewide,CA,San Diego County,hispanic,NA,0.09737632222919389,NA,NA,151418,1470953.0909090908
CA,Statewide,CA,San Francisco County,white,NA,0.1297605993604544,NA,NA,24325.636363636364,1917549.4545454546
CA,Statewide,CA,San Francisco County,black,NA,0.16870111598440934,NA,NA,7856.545454545455,364640.5454545454
CA,Statewide,CA,San Francisco County,hispanic,NA,0.09737632222919389,NA,NA,9354.727272727272,1470953.0909090908
CA,Statewide,CA,San Joaquin County,white,NA,0.1297605993604544,NA,NA,31985.636363636364,1917549.4545454546
CA,Statewide,CA,San Joaquin County,black,NA,0.16870111598440934,NA,NA,8024.727272727273,364640.5454545454
CA,Statewide,CA,San Joaquin County,hispanic,NA,0.09737632222919389,NA,NA,24378.545454545456,1470953.0909090908
CA,Statewide,CA,San Luis Obispo County,white,NA,0.1297605993604544,NA,NA,28875.818181818184,1917549.4545454546
CA,Statewide,CA,San Luis Obispo County,black,NA,0.16870111598440934,NA,NA,1068,364640.5454545454
CA,Statewide,CA,San Luis Obispo County,hispanic,NA,0.09737632222919389,NA,NA,9809.636363636364,1470953.0909090908
CA,Statewide,CA,San Mateo County,white,NA,0.1297605993604544,NA,NA,29360.181818181816,1917549.4545454546
CA,Statewide,CA,San Mateo County,black,NA,0.16870111598440934,NA,NA,3540.545454545455,364640.5454545454
CA,Statewide,CA,San Mateo County,hispanic,NA,0.09737632222919389,NA,NA,13601.454545454546,1470953.0909090908
CA,Statewide,CA,Santa Barbera County,white,NA,0.1297605993604544,NA,NA,92558.54545454546,1917549.4545454546
CA,Statewide,CA,Santa Barbera County,black,NA,0.16870111598440934,NA,NA,6303.090909090909,364640.5454545454
CA,Statewide,CA,Santa Barbera County,hispanic,NA,0.09737632222919389,NA,NA,62989.63636363637,1470953.0909090908
CA,Statewide,CA,Santa Clara County,white,NA,0.1297605993604544,NA,NA,34173.454545454544,1917549.4545454546
CA,Statewide,CA,Santa Clara County,black,NA,0.16870111598440934,NA,NA,4687.454545454546,364640.5454545454
CA,Statewide,CA,Santa Clara County,hispanic,NA,0.09737632222919389,NA,NA,26872.18181818182,1470953.0909090908
CA,Statewide,CA,Santa Cruz County,white,NA,0.1297605993604544,NA,NA,26898.727272727272,1917549.4545454546
CA,Statewide,CA,Santa Cruz County,black,NA,0.16870111598440934,NA,NA,884.909090909091,364640.5454545454
CA,Statewide,CA,Santa Cruz County,hispanic,NA,0.09737632222919389,NA,NA,10243.454545454546,1470953.0909090908
CA,Statewide,CA,Shasta County,white,NA,0.1297605993604544,NA,NA,37172.545454545456,1917549.4545454546
CA,Statewide,CA,Shasta County,black,NA,0.16870111598440934,NA,NA,926,364640.5454545454
CA,Statewide,CA,Shasta County,hispanic,NA,0.09737632222919389,NA,NA,4545.454545454546,1470953.0909090908
CA,Statewide,CA,Sierra County,white,NA,0.1297605993604544,NA,NA,19281.272727272728,1917549.4545454546
CA,Statewide,CA,Sierra County,black,NA,0.16870111598440934,NA,NA,1207.6363636363637,364640.5454545454
CA,Statewide,CA,Sierra County,hispanic,NA,0.09737632222919389,NA,NA,3473.818181818182,1470953.0909090908
CA,Statewide,CA,Siskyou County,white,NA,0.1297605993604544,NA,NA,24179.636363636364,1917549.4545454546
CA,Statewide,CA,Siskyou County,black,NA,0.16870111598440934,NA,NA,1459.818181818182,364640.5454545454
CA,Statewide,CA,Siskyou County,hispanic,NA,0.09737632222919389,NA,NA,6731.454545454546,1470953.0909090908
CA,Statewide,CA,Solano County,white,NA,0.1297605993604544,NA,NA,35517.818181818184,1917549.4545454546
CA,Statewide,CA,Solano County,black,NA,0.16870111598440934,NA,NA,11760.181818181818,364640.5454545454
CA,Statewide,CA,Solano County,hispanic,NA,0.09737632222919389,NA,NA,16986.90909090909,1470953.0909090908
CA,Statewide,CA,Sonoma County,white,NA,0.1297605993604544,NA,NA,38303.454545454544,1917549.4545454546
CA,Statewide,CA,Sonoma County,black,NA,0.16870111598440934,NA,NA,1906.5454545454545,364640.5454545454
CA,Statewide,CA,Sonoma County,hispanic,NA,0.09737632222919389,NA,NA,10951.818181818182,1470953.0909090908
CA,Statewide,CA,Stanislaus County,white,NA,0.1297605993604544,NA,NA,19107.636363636364,1917549.4545454546
CA,Statewide,CA,Stanislaus County,black,NA,0.16870111598440934,NA,NA,2112.5454545454545,364640.5454545454
CA,Statewide,CA,Stanislaus County,hispanic,NA,0.09737632222919389,NA,NA,16323.090909090908,1470953.0909090908
CA,Statewide,CA,Sutter County,white,NA,0.1297605993604544,NA,NA,15039.81818181818,1917549.4545454546
CA,Statewide,CA,Sutter County,black,NA,0.16870111598440934,NA,NA,1245.6363636363635,364640.5454545454
CA,Statewide,CA,Sutter County,hispanic,NA,0.09737632222919389,NA,NA,4378.545454545454,1470953.0909090908
CA,Statewide,CA,Tehama County,white,NA,0.1297605993604544,NA,NA,18640.909090909092,1917549.4545454546
CA,Statewide,CA,Tehama County,black,NA,0.16870111598440934,NA,NA,1232.5454545454545,364640.5454545454
CA,Statewide,CA,Tehama County,hispanic,NA,0.09737632222919389,NA,NA,6982.727272727272,1470953.0909090908
CA,Statewide,CA,Trinity County,white,NA,0.1297605993604544,NA,NA,5866,1917549.4545454546
CA,Statewide,CA,Trinity County,black,NA,0.16870111598440934,NA,NA,86,364640.5454545454
CA,Statewide,CA,Trinity County,hispanic,NA,0.09737632222919389,NA,NA,213.45454545454547,1470953.0909090908
CA,Statewide,CA,Tulare County,white,NA,0.1297605993604544,NA,NA,19135.272727272728,1917549.4545454546
CA,Statewide,CA,Tulare County,black,NA,0.16870111598440934,NA,NA,1450.909090909091,364640.5454545454
CA,Statewide,CA,Tulare County,hispanic,NA,0.09737632222919389,NA,NA,34752.181818181816,1470953.0909090908
CA,Statewide,CA,Tuolumne County,white,NA,0.1297605993604544,NA,NA,12918.90909090909,1917549.4545454546
CA,Statewide,CA,Tuolumne County,black,NA,0.16870111598440934,NA,NA,192.1818181818182,364640.5454545454
CA,Statewide,CA,Tuolumne County,hispanic,NA,0.09737632222919389,NA,NA,1554.9090909090908,1470953.0909090908
CA,Statewide,CA,Yolo County,white,NA,0.1297605993604544,NA,NA,11176,1917549.4545454546
CA,Statewide,CA,Yolo County,black,NA,0.16870111598440934,NA,NA,1786,364640.5454545454
CA,Statewide,CA,Yolo County,hispanic,NA,0.09737632222919389,NA,NA,4288.181818181818,1470953.0909090908
CA,Statewide,CA,NA,white,NA,0.1297605993604544,NA,NA,7158,1917549.4545454546
CA,Statewide,CA,NA,black,NA,0.16870111598440934,NA,NA,2163.636363636364,364640.5454545454
CA,Statewide,CA,NA,hispanic,NA,0.09737632222919389,NA,NA,1816.181818181818,1470953.0909090908
CO,Statewide,CO,Academy County,white,NA,0.07007888429231976,NA,NA,24,261532.71428571432
CO,Statewide,CO,Adams County,white,NA,0.07007888429231976,NA,NA,12481.285714285714,261532.71428571432
CO,Statewide,CO,Adams County,black,NA,0.051769166107970686,NA,NA,736,10865.571428571428
CO,Statewide,CO,Adams County,hispanic,NA,0.040222828502296186,NA,NA,5366.714285714286,46545.857142857145
CO,Statewide,CO,Alamosa County,white,NA,0.07007888429231976,NA,NA,2893.714285714286,261532.71428571432
CO,Statewide,CO,Alamosa County,black,NA,0.051769166107970686,NA,NA,86.14285714285714,10865.571428571428
CO,Statewide,CO,Alamosa County,hispanic,NA,0.040222828502296186,NA,NA,1633.2857142857142,46545.857142857145
CO,Statewide,CO,Arapahoe County,white,NA,0.07007888429231976,NA,NA,7813.285714285715,261532.71428571432
CO,Statewide,CO,Arapahoe County,black,NA,0.051769166107970686,NA,NA,1305.142857142857,10865.571428571428
CO,Statewide,CO,Arapahoe County,hispanic,NA,0.040222828502296186,NA,NA,1505.857142857143,46545.857142857145
CO,Statewide,CO,Archuleta County,white,NA,0.07007888429231976,NA,NA,3223.428571428571,261532.71428571432
CO,Statewide,CO,Archuleta County,black,NA,0.051769166107970686,NA,NA,29.239436619718308,10865.571428571428
CO,Statewide,CO,Archuleta County,hispanic,NA,0.040222828502296186,NA,NA,331.42857142857144,46545.857142857145
CO,Statewide,CO,Baca County,white,NA,0.07007888429231976,NA,NA,844.4285714285714,261532.71428571432
CO,Statewide,CO,Baca County,black,NA,0.051769166107970686,NA,NA,71.5609756097561,10865.571428571428
CO,Statewide,CO,Baca County,hispanic,NA,0.040222828502296186,NA,NA,226.28571428571428,46545.857142857145
CO,Statewide,CO,Bent County,white,NA,0.07007888429231976,NA,NA,849.2857142857142,261532.71428571432
CO,Statewide,CO,Bent County,black,NA,0.051769166107970686,NA,NA,34.628571428571426,10865.571428571428
CO,Statewide,CO,Bent County,hispanic,NA,0.040222828502296186,NA,NA,252.42857142857142,46545.857142857145
CO,Statewide,CO,Boulder County,white,NA,0.07007888429231976,NA,NA,8525.571428571428,261532.71428571432
CO,Statewide,CO,Boulder County,black,NA,0.051769166107970686,NA,NA,182.85714285714283,10865.571428571428
CO,Statewide,CO,Boulder County,hispanic,NA,0.040222828502296186,NA,NA,1020.2857142857142,46545.857142857145
CO,Statewide,CO,Broomfield County,white,NA,0.07007888429231976,NA,NA,351,261532.71428571432
CO,Statewide,CO,Broomfield County,black,NA,0.051769166107970686,NA,NA,19.42857142857143,10865.571428571428
CO,Statewide,CO,Broomfield County,hispanic,NA,0.040222828502296186,NA,NA,53.01265822784809,46545.857142857145
