city,state,geography,subgeography,subject_race,search_rate,stop_rate,hit_rate,inferred_threshold,stops_per_year,stop_rate_n
Los Angeles,CA,Los Angeles,1173,white,NA,0.10772053007767274,NA,NA,21.130434782608695,120984.26666666666
Los Angeles,CA,Los Angeles,1173,black,NA,0.32315822633876917,NA,NA,14.57142857142857,109763.6
Los Angeles,CA,Los Angeles,1173,hispanic,NA,0.11080766565828289,NA,NA,36,213069.73333333334
Los Angeles,CA,Los Angeles,1174,white,NA,0.10772053007767274,NA,NA,14.181818181818183,120984.26666666666
Los Angeles,CA,Los Angeles,1174,black,NA,0.32315822633876917,NA,NA,12,109763.6
Los Angeles,CA,Los Angeles,1174,hispanic,NA,0.11080766565828289,NA,NA,22.451612903225804,213069.73333333334
Los Angeles,CA,Los Angeles,1175,white,NA,0.10772053007767274,NA,NA,25.714285714285715,120984.26666666666
Los Angeles,CA,Los Angeles,1175,black,NA,0.32315822633876917,NA,NA,14,109763.6
Los Angeles,CA,Los Angeles,1175,hispanic,NA,0.11080766565828289,NA,NA,23.5,213069.73333333334
Los Angeles,CA,Los Angeles,1176,white,NA,0.10772053007767274,NA,NA,19.25581395348837,120984.26666666666
Los Angeles,CA,Los Angeles,1176,black,NA,0.32315822633876917,NA,NA,14.857142857142858,109763.6
Los Angeles,CA,Los Angeles,1176,hispanic,NA,0.11080766565828289,NA,NA,51.34177215189873,213069.73333333334
Los Angeles,CA,Los Angeles,1177,white,NA,0.10772053007767274,NA,NA,56.35955056179776,120984.26666666666
Los Angeles,CA,Los Angeles,1177,black,NA,0.32315822633876917,NA,NA,29.408450704225352,109763.6
Los Angeles,CA,Los Angeles,1177,hispanic,NA,0.11080766565828289,NA,NA,368.93333333333334,213069.73333333334
Los Angeles,CA,Los Angeles,1178,white,NA,0.10772053007767274,NA,NA,16.588235294117645,120984.26666666666
Los Angeles,CA,Los Angeles,1178,black,NA,0.32315822633876917,NA,NA,12.666666666666668,109763.6
Los Angeles,CA,Los Angeles,1178,hispanic,NA,0.11080766565828289,NA,NA,75.7752808988764,213069.73333333334
Los Angeles,CA,Los Angeles,1179,white,NA,0.10772053007767274,NA,NA,23.666666666666668,120984.26666666666
Los Angeles,CA,Los Angeles,1179,black,NA,0.32315822633876917,NA,NA,16.941176470588236,109763.6
Los Angeles,CA,Los Angeles,1179,hispanic,NA,0.11080766565828289,NA,NA,144.13483146067415,213069.73333333334
Los Angeles,CA,Los Angeles,118,white,NA,0.10772053007767274,NA,NA,36.230769230769226,120984.26666666666
Los Angeles,CA,Los Angeles,118,black,NA,0.32315822633876917,NA,NA,25.92,109763.6
Los Angeles,CA,Los Angeles,118,hispanic,NA,0.11080766565828289,NA,NA,112.33333333333333,213069.73333333334
Los Angeles,CA,Los Angeles,1181,white,NA,0.10772053007767274,NA,NA,204.40000000000003,120984.26666666666
Los Angeles,CA,Los Angeles,1181,black,NA,0.32315822633876917,NA,NA,45.45,109763.6
Los Angeles,CA,Los Angeles,1181,hispanic,NA,0.11080766565828289,NA,NA,252.40000000000003,213069.73333333334
Los Angeles,CA,Los Angeles,1183,white,NA,0.10772053007767274,NA,NA,121.0909090909091,120984.26666666666
Los Angeles,CA,Los Angeles,1183,black,NA,0.32315822633876917,NA,NA,26.557377049180328,109763.6
Los Angeles,CA,Los Angeles,1183,hispanic,NA,0.11080766565828289,NA,NA,153.1685393258427,213069.73333333334
Los Angeles,CA,Los Angeles,1184,white,NA,0.10772053007767274,NA,NA,52.55172413793103,120984.26666666666
Los Angeles,CA,Los Angeles,1184,black,NA,0.32315822633876917,NA,NA,16.68292682926829,109763.6
Los Angeles,CA,Los Angeles,1184,hispanic,NA,0.11080766565828289,NA,NA,81.79310344827587,213069.73333333334
Los Angeles,CA,Los Angeles,1185,white,NA,0.10772053007767274,NA,NA,41.0625,120984.26666666666
Los Angeles,CA,Los Angeles,1185,black,NA,0.32315822633876917,NA,NA,20,109763.6
Los Angeles,CA,Los Angeles,1185,hispanic,NA,0.11080766565828289,NA,NA,38.465753424657535,213069.73333333334
Los Angeles,CA,Los Angeles,1186,white,NA,0.10772053007767274,NA,NA,86.5531914893617,120984.26666666666
Los Angeles,CA,Los Angeles,1186,black,NA,0.32315822633876917,NA,NA,25.818181818181817,109763.6
Los Angeles,CA,Los Angeles,1186,hispanic,NA,0.11080766565828289,NA,NA,76.3076923076923,213069.73333333334
Los Angeles,CA,Los Angeles,1189,white,NA,0.10772053007767274,NA,NA,37.81818181818181,120984.26666666666
Los Angeles,CA,Los Angeles,1189,black,NA,0.32315822633876917,NA,NA,20.526315789473685,109763.6
Los Angeles,CA,Los Angeles,1189,hispanic,NA,0.11080766565828289,NA,NA,138.8,213069.73333333334
Los Angeles,CA,Los Angeles,119,white,NA,0.10772053007767274,NA,NA,30.305084745762713,120984.26666666666
Los Angeles,CA,Los Angeles,119,black,NA,0.32315822633876917,NA,NA,26.571428571428573,109763.6
Los Angeles,CA,Los Angeles,119,hispanic,NA,0.11080766565828289,NA,NA,65.4857142857143,213069.73333333334
Los Angeles,CA,Los Angeles,1195,white,NA,0.10772053007767274,NA,NA,35.519999999999996,120984.26666666666
Los Angeles,CA,Los Angeles,1195,black,NA,0.32315822633876917,NA,NA,19,109763.6
Los Angeles,CA,Los Angeles,1195,hispanic,NA,0.11080766565828289,NA,NA,40,213069.73333333334
Los Angeles,CA,Los Angeles,1199,white,NA,0.10772053007767274,NA,NA,15,120984.26666666666
Los Angeles,CA,Los Angeles,1199,hispanic,NA,0.11080766565828289,NA,NA,18.352941176470587,213069.73333333334
Los Angeles,CA,Los Angeles,12,white,NA,0.10772053007767274,NA,NA,12,120984.26666666666
Los Angeles,CA,Los Angeles,12,black,NA,0.32315822633876917,NA,NA,48,109763.6
Los Angeles,CA,Los Angeles,12,hispanic,NA,0.11080766565828289,NA,NA,18,213069.73333333334
Los Angeles,CA,Los Angeles,1203,white,NA,0.10772053007767274,NA,NA,24.38095238095238,120984.26666666666
Los Angeles,CA,Los Angeles,1203,black,NA,0.32315822633876917,NA,NA,782.4000000000001,109763.6
Los Angeles,CA,Los Angeles,1203,hispanic,NA,0.11080766565828289,NA,NA,233.46666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1204,white,NA,0.10772053007767274,NA,NA,20.372093023255815,120984.26666666666
Los Angeles,CA,Los Angeles,1204,black,NA,0.32315822633876917,NA,NA,327.6,109763.6
Los Angeles,CA,Los Angeles,1204,hispanic,NA,0.11080766565828289,NA,NA,162.93333333333334,213069.73333333334
Los Angeles,CA,Los Angeles,1205,white,NA,0.10772053007767274,NA,NA,14.181818181818183,120984.26666666666
Los Angeles,CA,Los Angeles,1205,black,NA,0.32315822633876917,NA,NA,192.40000000000003,109763.6
Los Angeles,CA,Los Angeles,1205,hispanic,NA,0.11080766565828289,NA,NA,107.6,213069.73333333334
Los Angeles,CA,Los Angeles,1206,black,NA,0.32315822633876917,NA,NA,24,109763.6
Los Angeles,CA,Los Angeles,1207,white,NA,0.10772053007767274,NA,NA,15.42857142857143,120984.26666666666
Los Angeles,CA,Los Angeles,1207,black,NA,0.32315822633876917,NA,NA,235.20000000000002,109763.6
Los Angeles,CA,Los Angeles,1207,hispanic,NA,0.11080766565828289,NA,NA,164.39999999999998,213069.73333333334
Los Angeles,CA,Los Angeles,1208,white,NA,0.10772053007767274,NA,NA,19.655172413793103,120984.26666666666
Los Angeles,CA,Los Angeles,1208,black,NA,0.32315822633876917,NA,NA,275.73333333333335,109763.6
Los Angeles,CA,Los Angeles,1208,hispanic,NA,0.11080766565828289,NA,NA,240.40000000000003,213069.73333333334
Los Angeles,CA,Los Angeles,1209,white,NA,0.10772053007767274,NA,NA,16.125,120984.26666666666
Los Angeles,CA,Los Angeles,1209,black,NA,0.32315822633876917,NA,NA,117.60000000000001,109763.6
Los Angeles,CA,Los Angeles,1209,hispanic,NA,0.11080766565828289,NA,NA,105.57303370786518,213069.73333333334
Los Angeles,CA,Los Angeles,121,white,NA,0.10772053007767274,NA,NA,90.71186440677967,120984.26666666666
Los Angeles,CA,Los Angeles,121,black,NA,0.32315822633876917,NA,NA,52.94117647058824,109763.6
Los Angeles,CA,Los Angeles,121,hispanic,NA,0.11080766565828289,NA,NA,93.10344827586206,213069.73333333334
Los Angeles,CA,Los Angeles,1211,white,NA,0.10772053007767274,NA,NA,21.257142857142856,120984.26666666666
Los Angeles,CA,Los Angeles,1211,black,NA,0.32315822633876917,NA,NA,815.8666666666668,109763.6
Los Angeles,CA,Los Angeles,1211,hispanic,NA,0.11080766565828289,NA,NA,179.86666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1213,white,NA,0.10772053007767274,NA,NA,34.8,120984.26666666666
Los Angeles,CA,Los Angeles,1213,black,NA,0.32315822633876917,NA,NA,956.8,109763.6
Los Angeles,CA,Los Angeles,1213,hispanic,NA,0.11080766565828289,NA,NA,411.2,213069.73333333334
Los Angeles,CA,Los Angeles,1215,white,NA,0.10772053007767274,NA,NA,22.96551724137931,120984.26666666666
Los Angeles,CA,Los Angeles,1215,black,NA,0.32315822633876917,NA,NA,552.6666666666667,109763.6
Los Angeles,CA,Los Angeles,1215,hispanic,NA,0.11080766565828289,NA,NA,359.4666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1218,white,NA,0.10772053007767274,NA,NA,19.241379310344826,120984.26666666666
Los Angeles,CA,Los Angeles,1218,black,NA,0.32315822633876917,NA,NA,454.53333333333336,109763.6
Los Angeles,CA,Los Angeles,1218,hispanic,NA,0.11080766565828289,NA,NA,316.6666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1219,white,NA,0.10772053007767274,NA,NA,19.90909090909091,120984.26666666666
Los Angeles,CA,Los Angeles,1219,black,NA,0.32315822633876917,NA,NA,148.26666666666668,109763.6
Los Angeles,CA,Los Angeles,1219,hispanic,NA,0.11080766565828289,NA,NA,130.4,213069.73333333334
Los Angeles,CA,Los Angeles,122,white,NA,0.10772053007767274,NA,NA,57.75,120984.26666666666
Los Angeles,CA,Los Angeles,122,black,NA,0.32315822633876917,NA,NA,29.68421052631579,109763.6
Los Angeles,CA,Los Angeles,122,hispanic,NA,0.11080766565828289,NA,NA,58.971428571428575,213069.73333333334
Los Angeles,CA,Los Angeles,1226,hispanic,NA,0.11080766565828289,NA,NA,12,213069.73333333334
Los Angeles,CA,Los Angeles,123,white,NA,0.10772053007767274,NA,NA,68.05714285714286,120984.26666666666
Los Angeles,CA,Los Angeles,123,black,NA,0.32315822633876917,NA,NA,40.19047619047619,109763.6
Los Angeles,CA,Los Angeles,123,hispanic,NA,0.11080766565828289,NA,NA,95.32394366197184,213069.73333333334
Los Angeles,CA,Los Angeles,1231,white,NA,0.10772053007767274,NA,NA,20.903225806451612,120984.26666666666
Los Angeles,CA,Los Angeles,1231,black,NA,0.32315822633876917,NA,NA,104.23255813953489,109763.6
Los Angeles,CA,Los Angeles,1231,hispanic,NA,0.11080766565828289,NA,NA,46.666666666666664,213069.73333333334
Los Angeles,CA,Los Angeles,1232,white,NA,0.10772053007767274,NA,NA,24,120984.26666666666
Los Angeles,CA,Los Angeles,1232,black,NA,0.32315822633876917,NA,NA,545.4666666666667,109763.6
Los Angeles,CA,Los Angeles,1232,hispanic,NA,0.11080766565828289,NA,NA,106.80000000000001,213069.73333333334
Los Angeles,CA,Los Angeles,1233,white,NA,0.10772053007767274,NA,NA,28.842105263157894,120984.26666666666
Los Angeles,CA,Los Angeles,1233,black,NA,0.32315822633876917,NA,NA,593.7333333333333,109763.6
Los Angeles,CA,Los Angeles,1233,hispanic,NA,0.11080766565828289,NA,NA,254.93333333333334,213069.73333333334
Los Angeles,CA,Los Angeles,1235,white,NA,0.10772053007767274,NA,NA,14.625,120984.26666666666
Los Angeles,CA,Los Angeles,1235,black,NA,0.32315822633876917,NA,NA,245.59999999999997,109763.6
Los Angeles,CA,Los Angeles,1235,hispanic,NA,0.11080766565828289,NA,NA,149.86666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1236,black,NA,0.32315822633876917,NA,NA,24,109763.6
Los Angeles,CA,Los Angeles,1237,black,NA,0.32315822633876917,NA,NA,12,109763.6
Los Angeles,CA,Los Angeles,1239,white,NA,0.10772053007767274,NA,NA,31.068493150684933,120984.26666666666
Los Angeles,CA,Los Angeles,1239,black,NA,0.32315822633876917,NA,NA,686.2666666666667,109763.6
Los Angeles,CA,Los Angeles,1239,hispanic,NA,0.11080766565828289,NA,NA,558.4,213069.73333333334
Los Angeles,CA,Los Angeles,124,white,NA,0.10772053007767274,NA,NA,61.39130434782608,120984.26666666666
Los Angeles,CA,Los Angeles,124,black,NA,0.32315822633876917,NA,NA,34.645161290322584,109763.6
Los Angeles,CA,Los Angeles,124,hispanic,NA,0.11080766565828289,NA,NA,86.5,213069.73333333334
Los Angeles,CA,Los Angeles,1241,white,NA,0.10772053007767274,NA,NA,20.705882352941178,120984.26666666666
Los Angeles,CA,Los Angeles,1241,black,NA,0.32315822633876917,NA,NA,680.5333333333333,109763.6
Los Angeles,CA,Los Angeles,1241,hispanic,NA,0.11080766565828289,NA,NA,129.86666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1242,white,NA,0.10772053007767274,NA,NA,15.2,120984.26666666666
Los Angeles,CA,Los Angeles,1242,black,NA,0.32315822633876917,NA,NA,178.13333333333333,109763.6
Los Angeles,CA,Los Angeles,1242,hispanic,NA,0.11080766565828289,NA,NA,44.89887640449438,213069.73333333334
Los Angeles,CA,Los Angeles,1243,white,NA,0.10772053007767274,NA,NA,28,120984.26666666666
Los Angeles,CA,Los Angeles,1243,black,NA,0.32315822633876917,NA,NA,999.0666666666667,109763.6
Los Angeles,CA,Los Angeles,1243,hispanic,NA,0.11080766565828289,NA,NA,346.6666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1245,white,NA,0.10772053007767274,NA,NA,22.315789473684212,120984.26666666666
Los Angeles,CA,Los Angeles,1245,black,NA,0.32315822633876917,NA,NA,733.2,109763.6
Los Angeles,CA,Los Angeles,1245,hispanic,NA,0.11080766565828289,NA,NA,384.6666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1248,white,NA,0.10772053007767274,NA,NA,17.142857142857142,120984.26666666666
Los Angeles,CA,Los Angeles,1248,black,NA,0.32315822633876917,NA,NA,290.93333333333334,109763.6
Los Angeles,CA,Los Angeles,1248,hispanic,NA,0.11080766565828289,NA,NA,178.4,213069.73333333334
Los Angeles,CA,Los Angeles,1249,white,NA,0.10772053007767274,NA,NA,55.82022471910113,120984.26666666666
Los Angeles,CA,Los Angeles,1249,black,NA,0.32315822633876917,NA,NA,1094.9333333333334,109763.6
Los Angeles,CA,Los Angeles,1249,hispanic,NA,0.11080766565828289,NA,NA,887.2,213069.73333333334
Los Angeles,CA,Los Angeles,1251,white,NA,0.10772053007767274,NA,NA,23.630769230769232,120984.26666666666
Los Angeles,CA,Los Angeles,1251,black,NA,0.32315822633876917,NA,NA,646.9333333333334,109763.6
Los Angeles,CA,Los Angeles,1251,hispanic,NA,0.11080766565828289,NA,NA,146.39999999999998,213069.73333333334
Los Angeles,CA,Los Angeles,1252,white,NA,0.10772053007767274,NA,NA,15.84,120984.26666666666
Los Angeles,CA,Los Angeles,1252,black,NA,0.32315822633876917,NA,NA,226.93333333333334,109763.6
Los Angeles,CA,Los Angeles,1252,hispanic,NA,0.11080766565828289,NA,NA,57.5421686746988,213069.73333333334
Los Angeles,CA,Los Angeles,1253,white,NA,0.10772053007767274,NA,NA,16.645161290322584,120984.26666666666
Los Angeles,CA,Los Angeles,1253,black,NA,0.32315822633876917,NA,NA,470.40000000000003,109763.6
Los Angeles,CA,Los Angeles,1253,hispanic,NA,0.11080766565828289,NA,NA,106,213069.73333333334
Los Angeles,CA,Los Angeles,1255,white,NA,0.10772053007767274,NA,NA,20.625,120984.26666666666
Los Angeles,CA,Los Angeles,1255,black,NA,0.32315822633876917,NA,NA,438.6666666666667,109763.6
Los Angeles,CA,Los Angeles,1255,hispanic,NA,0.11080766565828289,NA,NA,186.13333333333333,213069.73333333334
Los Angeles,CA,Los Angeles,1256,white,NA,0.10772053007767274,NA,NA,34.30985915492958,120984.26666666666
Los Angeles,CA,Los Angeles,1256,black,NA,0.32315822633876917,NA,NA,774.2666666666667,109763.6
Los Angeles,CA,Los Angeles,1256,hispanic,NA,0.11080766565828289,NA,NA,642.1333333333333,213069.73333333334
Los Angeles,CA,Los Angeles,1257,white,NA,0.10772053007767274,NA,NA,18.133333333333333,120984.26666666666
Los Angeles,CA,Los Angeles,1257,black,NA,0.32315822633876917,NA,NA,295.8666666666667,109763.6
Los Angeles,CA,Los Angeles,1257,hispanic,NA,0.11080766565828289,NA,NA,229.86666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1258,white,NA,0.10772053007767274,NA,NA,23.32075471698113,120984.26666666666
Los Angeles,CA,Los Angeles,1258,black,NA,0.32315822633876917,NA,NA,421.6,109763.6
Los Angeles,CA,Los Angeles,1258,hispanic,NA,0.11080766565828289,NA,NA,453.33333333333337,213069.73333333334
Los Angeles,CA,Los Angeles,1259,white,NA,0.10772053007767274,NA,NA,19.862068965517242,120984.26666666666
Los Angeles,CA,Los Angeles,1259,black,NA,0.32315822633876917,NA,NA,368.1333333333333,109763.6
Los Angeles,CA,Los Angeles,1259,hispanic,NA,0.11080766565828289,NA,NA,620.4000000000001,213069.73333333334
Los Angeles,CA,Los Angeles,1263,white,NA,0.10772053007767274,NA,NA,19.53488372093023,120984.26666666666
Los Angeles,CA,Los Angeles,1263,black,NA,0.32315822633876917,NA,NA,565.3333333333334,109763.6
Los Angeles,CA,Los Angeles,1263,hispanic,NA,0.11080766565828289,NA,NA,116.62921348314606,213069.73333333334
Los Angeles,CA,Los Angeles,1265,white,NA,0.10772053007767274,NA,NA,20.29090909090909,120984.26666666666
Los Angeles,CA,Los Angeles,1265,black,NA,0.32315822633876917,NA,NA,666,109763.6
Los Angeles,CA,Los Angeles,1265,hispanic,NA,0.11080766565828289,NA,NA,186.93333333333334,213069.73333333334
Los Angeles,CA,Los Angeles,1266,white,NA,0.10772053007767274,NA,NA,20.651162790697676,120984.26666666666
Los Angeles,CA,Los Angeles,1266,black,NA,0.32315822633876917,NA,NA,455.19999999999993,109763.6
Los Angeles,CA,Los Angeles,1266,hispanic,NA,0.11080766565828289,NA,NA,283.06666666666666,213069.73333333334
Los Angeles,CA,Los Angeles,1267,white,NA,0.10772053007767274,NA,NA,53.72093023255814,120984.26666666666
Los Angeles,CA,Los Angeles,1267,black,NA,0.32315822633876917,NA,NA,1237.0666666666666,109763.6
Los Angeles,CA,Los Angeles,1267,hispanic,NA,0.11080766565828289,NA,NA,723.3333333333334,213069.73333333334
Los Angeles,CA,Los Angeles,1268,white,NA,0.10772053007767274,NA,NA,22.040816326530614,120984.26666666666
Los Angeles,CA,Los Angeles,1268,black,NA,0.32315822633876917,NA,NA,580.6666666666666,109763.6
Los Angeles,CA,Los Angeles,1268,hispanic,NA,0.11080766565828289,NA,NA,500.66666666666663,213069.73333333334
Los Angeles,CA,Los Angeles,1269,white,NA,0.10772053007767274,NA,NA,19.77777777777778,120984.26666666666
Los Angeles,CA,Los Angeles,1269,black,NA,0.32315822633876917,NA,NA,662.4000000000001,109763.6
Los Angeles,CA,Los Angeles,1269,hispanic,NA,0.11080766565828289,NA,NA,655.4666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,127,white,NA,0.10772053007767274,NA,NA,41.373134328358205,120984.26666666666
Los Angeles,CA,Los Angeles,127,black,NA,0.32315822633876917,NA,NA,28.57142857142857,109763.6
Los Angeles,CA,Los Angeles,127,hispanic,NA,0.11080766565828289,NA,NA,79.26760563380282,213069.73333333334
Los Angeles,CA,Los Angeles,1273,white,NA,0.10772053007767274,NA,NA,25.92,120984.26666666666
Los Angeles,CA,Los Angeles,1273,black,NA,0.32315822633876917,NA,NA,677.7333333333333,109763.6
Los Angeles,CA,Los Angeles,1273,hispanic,NA,0.11080766565828289,NA,NA,177.73333333333335,213069.73333333334
Los Angeles,CA,Los Angeles,128,white,NA,0.10772053007767274,NA,NA,81,120984.26666666666
Los Angeles,CA,Los Angeles,128,black,NA,0.32315822633876917,NA,NA,44.64705882352941,109763.6
Los Angeles,CA,Los Angeles,128,hispanic,NA,0.11080766565828289,NA,NA,133.5,213069.73333333334
Los Angeles,CA,Los Angeles,1283,white,NA,0.10772053007767274,NA,NA,17.217391304347824,120984.26666666666
Los Angeles,CA,Los Angeles,1283,black,NA,0.32315822633876917,NA,NA,363.2,109763.6
Los Angeles,CA,Los Angeles,1283,hispanic,NA,0.11080766565828289,NA,NA,78.13953488372093,213069.73333333334
Los Angeles,CA,Los Angeles,1288,black,NA,0.32315822633876917,NA,NA,12,109763.6
Los Angeles,CA,Los Angeles,129,white,NA,0.10772053007767274,NA,NA,28.47761194029851,120984.26666666666
Los Angeles,CA,Los Angeles,129,black,NA,0.32315822633876917,NA,NA,23.466666666666665,109763.6
Los Angeles,CA,Los Angeles,129,hispanic,NA,0.11080766565828289,NA,NA,54.51428571428571,213069.73333333334
Los Angeles,CA,Los Angeles,1293,white,NA,0.10772053007767274,NA,NA,12,120984.26666666666
Los Angeles,CA,Los Angeles,1293,black,NA,0.32315822633876917,NA,NA,52.74418604651163,109763.6
Los Angeles,CA,Los Angeles,1293,hispanic,NA,0.11080766565828289,NA,NA,19.411764705882355,213069.73333333334
Los Angeles,CA,Los Angeles,1301,black,NA,0.32315822633876917,NA,NA,12,109763.6
Los Angeles,CA,Los Angeles,1303,white,NA,0.10772053007767274,NA,NA,132.4,120984.26666666666
Los Angeles,CA,Los Angeles,1303,black,NA,0.32315822633876917,NA,NA,175.46666666666667,109763.6
Los Angeles,CA,Los Angeles,1303,hispanic,NA,0.11080766565828289,NA,NA,808.8000000000001,213069.73333333334
Los Angeles,CA,Los Angeles,1307,white,NA,0.10772053007767274,NA,NA,118.66666666666667,120984.26666666666
Los Angeles,CA,Los Angeles,1307,black,NA,0.32315822633876917,NA,NA,262.1333333333333,109763.6
Los Angeles,CA,Los Angeles,1307,hispanic,NA,0.11080766565828289,NA,NA,616.6666666666666,213069.73333333334
Los Angeles,CA,Los Angeles,1309,white,NA,0.10772053007767274,NA,NA,96.26666666666667,120984.26666666666
Los Angeles,CA,Los Angeles,1309,black,NA,0.32315822633876917,NA,NA,97.19999999999999,109763.6
Los Angeles,CA,Los Angeles,1309,hispanic,NA,0.11080766565828289,NA,NA,630.2666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,131,white,NA,0.10772053007767274,NA,NA,38.6,120984.26666666666
Los Angeles,CA,Los Angeles,131,black,NA,0.32315822633876917,NA,NA,23.414634146341463,109763.6
Los Angeles,CA,Los Angeles,131,hispanic,NA,0.11080766565828289,NA,NA,42,213069.73333333334
Los Angeles,CA,Los Angeles,1311,white,NA,0.10772053007767274,NA,NA,15.692307692307693,120984.26666666666
Los Angeles,CA,Los Angeles,1311,black,NA,0.32315822633876917,NA,NA,19.31707317073171,109763.6
Los Angeles,CA,Los Angeles,1311,hispanic,NA,0.11080766565828289,NA,NA,24,213069.73333333334
Los Angeles,CA,Los Angeles,1312,black,NA,0.32315822633876917,NA,NA,12,109763.6
Los Angeles,CA,Los Angeles,1313,white,NA,0.10772053007767274,NA,NA,77.86363636363636,120984.26666666666
Los Angeles,CA,Los Angeles,1313,black,NA,0.32315822633876917,NA,NA,150.13333333333333,109763.6
Los Angeles,CA,Los Angeles,1313,hispanic,NA,0.11080766565828289,NA,NA,683.0666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1317,white,NA,0.10772053007767274,NA,NA,57.17647058823529,120984.26666666666
Los Angeles,CA,Los Angeles,1317,black,NA,0.32315822633876917,NA,NA,124.66666666666667,109763.6
Los Angeles,CA,Los Angeles,1317,hispanic,NA,0.11080766565828289,NA,NA,571.4666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,132,white,NA,0.10772053007767274,NA,NA,66.5142857142857,120984.26666666666
Los Angeles,CA,Los Angeles,132,black,NA,0.32315822633876917,NA,NA,35.4375,109763.6
Los Angeles,CA,Los Angeles,132,hispanic,NA,0.11080766565828289,NA,NA,84.33802816901408,213069.73333333334
Los Angeles,CA,Los Angeles,1321,white,NA,0.10772053007767274,NA,NA,69.70786516853933,120984.26666666666
Los Angeles,CA,Los Angeles,1321,black,NA,0.32315822633876917,NA,NA,181.86666666666667,109763.6
Los Angeles,CA,Los Angeles,1321,hispanic,NA,0.11080766565828289,NA,NA,535.2,213069.73333333334
Los Angeles,CA,Los Angeles,1322,white,NA,0.10772053007767274,NA,NA,22.736842105263158,120984.26666666666
Los Angeles,CA,Los Angeles,1322,black,NA,0.32315822633876917,NA,NA,51.71428571428571,109763.6
Los Angeles,CA,Los Angeles,1322,hispanic,NA,0.11080766565828289,NA,NA,306.6666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1323,white,NA,0.10772053007767274,NA,NA,21.639344262295083,120984.26666666666
Los Angeles,CA,Los Angeles,1323,black,NA,0.32315822633876917,NA,NA,103.06666666666666,109763.6
Los Angeles,CA,Los Angeles,1323,hispanic,NA,0.11080766565828289,NA,NA,405.33333333333337,213069.73333333334
Los Angeles,CA,Los Angeles,1324,white,NA,0.10772053007767274,NA,NA,13.846153846153845,120984.26666666666
Los Angeles,CA,Los Angeles,1324,black,NA,0.32315822633876917,NA,NA,29.833333333333336,109763.6
Los Angeles,CA,Los Angeles,1324,hispanic,NA,0.11080766565828289,NA,NA,112.4,213069.73333333334
Los Angeles,CA,Los Angeles,1325,white,NA,0.10772053007767274,NA,NA,20.727272727272727,120984.26666666666
Los Angeles,CA,Los Angeles,1325,black,NA,0.32315822633876917,NA,NA,62.23255813953489,109763.6
Los Angeles,CA,Los Angeles,1325,hispanic,NA,0.11080766565828289,NA,NA,265.4666666666667,213069.73333333334
Los Angeles,CA,Los Angeles,1326,white,NA,0.10772053007767274,NA,NA,12,120984.26666666666
Los Angeles,CA,Los Angeles,1326,black,NA,0.32315822633876917,NA,NA,18.4390243902439,109763.6
Los Angeles,CA,Los Angeles,1326,hispanic,NA,0.11080766565828289,NA,NA,57.857142857142854,213069.73333333334
Los Angeles,CA,Los Angeles,1327,white,NA,0.10772053007767274,NA,NA,16.799999999999997,120984.26666666666
Los Angeles,CA,Los Angeles,1327,black,NA,0.32315822633876917,NA,NA,24.800000000000004,109763.6
Los Angeles,CA,Los Angeles,1327,hispanic,NA,0.11080766565828289,NA,NA,120.13483146067415,213069.73333333334
Los Angeles,CA,Los Angeles,133,white,NA,0.10772053007767274,NA,NA,43.27272727272727,120984.26666666666
Los Angeles,CA,Los Angeles,133,black,NA,0.32315822633876917,NA,NA,31.93220338983051,109763.6
Los Angeles,CA,Los Angeles,133,hispanic,NA,0.11080766565828289,NA,NA,73.5,213069.73333333334
Los Angeles,CA,Los Angeles,1331,white,NA,0.10772053007767274,NA,NA,27.69230769230769,120984.26666666666
Los Angeles,CA,Los Angeles,1331,black,NA,0.32315822633876917,NA,NA,113.33333333333334,109763.6
Los Angeles,CA,Los Angeles,1331,hispanic,NA,0.11080766565828289,NA,NA,353.73333333333335,213069.73333333334
Los Angeles,CA,Los Angeles,1333,white,NA,0.10772053007767274,NA,NA,21.391304347826086,120984.26666666666
Los Angeles,CA,Los Angeles,1333,black,NA,0.32315822633876917,NA,NA,100.13333333333334,109763.6
Los Angeles,CA,Los Angeles,1333,hispanic,NA,0.11080766565828289,NA,NA,482.9333333333334,213069.73333333334
Los Angeles,CA,Los Angeles,134,white,NA,0.10772053007767274,NA,NA,62.18181818181818,120984.26666666666
Los Angeles,CA,Los Angeles,134,black,NA,0.32315822633876917,NA,NA,46.5,109763.6
Los Angeles,CA,Los Angeles,134,hispanic,NA,0.11080766565828289,NA,NA,103.82608695652175,213069.73333333334
